from,to
76561198125016142,76561198207126976
76561198125016142,76561198207779879
76561198125016142,76561198207922740
76561198125016142,76561198208219195
76561198125016142,76561198209011096
76561198125016142,76561198209677301
76561198125016142,76561198209974377
76561198125016142,76561198211103015
76561198125016142,76561198211623140
76561198125016142,76561198212316337
76561198125016142,76561198212319399
76561198125016142,76561198213887943
76561198125016142,76561198214189168
76561198125016142,76561198214474943
76561198125016142,76561198214977247
76561198125016142,76561198215186321
76561198125016142,76561198215786195
76561198125016142,76561198216045656
76561198125016142,76561198216543477
76561198125016142,76561198216754524
76561198125016142,76561198217779284
76561198125016142,76561198217845180
76561198125016142,76561198218010633
76561198125016142,76561198218067781
76561198125016142,76561198218090485
76561198125016142,76561198218665963
76561198125016142,76561198218907869
76561198125016142,76561198219665357
76561198125016142,76561198220207659
76561198125016142,76561198220572569
76561198125016142,76561198220729808
76561198125016142,76561198222494000
76561198125016142,76561198223499404
76561198125016142,76561198224002444
76561198125016142,76561198225386624
76561198125016142,76561198226602724
76561198125016142,76561198227497232
76561198125016142,76561198228044356
76561198125016142,76561198229366820
76561198125016142,76561198232938272
76561198125016142,76561198234037208
76561198125016142,76561198234133676
76561198125016142,76561198235081496
76561198125016142,76561198235911884
76561198125016142,76561198235944592
76561198125016142,76561198236334990
76561198125016142,76561198236656810
76561198125016142,76561198238139254
76561198125016142,76561198238826926
76561198125016142,76561198241764214
76561198125016142,76561198242142072
76561198125016142,76561198242985542
76561198125016142,76561198242986276
76561198125016142,76561198243616064
76561198125016142,76561198243634570
76561198125016142,76561198244003846
76561198125016142,76561198245023458
76561198125016142,76561198245650404
76561198125016142,76561198245930604
76561198125016142,76561198246049366
76561198125016142,76561198247475708
76561198125016142,76561198247967246
76561198125016142,76561198248272070
76561198125016142,76561198248657798
76561198125016142,76561198248813944
76561198125016142,76561198249471262
76561198125016142,76561198249609784
76561198125016142,76561198250793024
76561198125016142,76561198251466528
76561198125016142,76561198251738982
76561198125016142,76561198251984106
76561198125016142,76561198252380060
76561198125016142,76561198253020497
76561198125016142,76561198253033739
76561198125016142,76561198253679540
76561198125016142,76561198253908826
76561198125016142,76561198255006325
76561198125016142,76561198255272376
76561198125016142,76561198255386885
76561198125016142,76561198255486956
76561198125016142,76561198255618847
76561198125016142,76561198255726494
76561198125016142,76561198256226650
76561198125016142,76561198256397959
76561198125016142,76561198256690966
76561198125016142,76561198256706541
76561198125016142,76561198257049221
76561198125016142,76561198257091314
76561198125016142,76561198257197385
76561198125016142,76561198257240018
76561198125016142,76561198257407190
76561198125016142,76561198258047582
76561198125016142,76561198258575714
76561198125016142,76561198258621374
76561198125016142,76561198258860733
76561198125016142,76561198259222319
76561198125016142,76561198259346768
76561198125016142,76561198259663063
76561198125016142,76561198260227273
76561198125016142,76561198260282948
76561198125016142,76561198260973579
76561198125016142,76561198262108267
76561198125016142,76561198262334449
76561198125016142,76561198262370367
76561198125016142,76561198262402788
76561198125016142,76561198262718400
76561198125016142,76561198262740996
76561198125016142,76561198262847949
76561198125016142,76561198262856424
76561198125016142,76561198262949848
76561198125016142,76561198263321740
76561198125016142,76561198263793749
76561198125016142,76561198264007057
76561198125016142,76561198264237646
76561198125016142,76561198264255731
76561198125016142,76561198264837701
76561198125016142,76561198264896198
76561198125016142,76561198264930754
76561198125016142,76561198265142010
76561198125016142,76561198265564971
76561198125016142,76561198265691134
76561198125016142,76561198266146940
76561198125016142,76561198267377785
76561198125016142,76561198268313537
76561198125016142,76561198268847642
76561198125016142,76561198269727472
76561198125016142,76561198270968802
76561198125016142,76561198271085759
76561198125016142,76561198271259733
76561198125016142,76561198271664002
76561198125016142,76561198271780760
76561198125016142,76561198271833427
76561198125016142,76561198271857764
76561198125016142,76561198272688900
76561198125016142,76561198272783156
76561198125016142,76561198272964000
76561198125016142,76561198274034001
76561198125016142,76561198274252872
76561198125016142,76561198274450112
76561198125016142,76561198274476656
76561198125016142,76561198274480500
76561198125016142,76561198274706722
76561198125016142,76561198276076078
76561198125016142,76561198276276388
76561198125016142,76561198276444650
76561198125016142,76561198277412560
76561198125016142,76561198277439890
76561198125016142,76561198277789973
76561198125016142,76561198277997326
76561198125016142,76561198278078547
76561198125016142,76561198278889659
76561198125016142,76561198279339913
76561198125016142,76561198280422670
76561198125016142,76561198280497351
76561198125016142,76561198280701359
76561198125016142,76561198281086786
76561198125016142,76561198281295293
76561198125016142,76561198281317526
76561198125016142,76561198281338281
76561198125016142,76561198281593962
76561198125016142,76561198281735235
76561198125016142,76561198282194994
76561198125016142,76561198282238051
76561198125016142,76561198282294465
76561198125016142,76561198282568157
76561198125016142,76561198282796797
76561198125016142,76561198282895323
76561198125016142,76561198283128302
76561198125016142,76561198283931327
76561198125016142,76561198283972177
76561198125016142,76561198284794814
76561198125016142,76561198284955638
76561198125016142,76561198285191700
76561198125016142,76561198285614117
76561198125016142,76561198286246871
76561198125016142,76561198286695786
76561198125016142,76561198287164851
76561198125016142,76561198287429071
76561198125016142,76561198287467632
76561198125016142,76561198287484971
76561198125016142,76561198287551571
76561198125016142,76561198288644827
76561198125016142,76561198289530461
76561198125016142,76561198289554754
76561198125016142,76561198290253105
76561198125016142,76561198291274145
76561198125016142,76561198292468536
76561198125016142,76561198292729878
76561198125016142,76561198293784149
76561198125016142,76561198293805471
76561198125016142,76561198294911326
76561198125016142,76561198294922104
76561198125016142,76561198295053500
76561198125016142,76561198295581854
76561198125016142,76561198295831257
76561198125016142,76561198297199374
76561198125016142,76561198298686208
76561198125016142,76561198298980129
76561198125016142,76561198298996874
76561198125016142,76561198299026610
76561198125016142,76561198299450891
76561198125016142,76561198299644792
76561198125016142,76561198299693341
76561198125016142,76561198299861049
76561198125016142,76561198300071758
76561198125016142,76561198300460454
76561198125016142,76561198301577864
76561198125016142,76561198303086481
76561198125016142,76561198303781140
76561198125016142,76561198304188239
76561198125016142,76561198304433157
76561198125016142,76561198304766389
76561198125016142,76561198305993390
76561198125016142,76561198306378818
76561198125016142,76561198306382505
76561198125016142,76561198307307188
76561198125016142,76561198308346611
76561198125016142,76561198308579399
76561198125016142,76561198309140988
76561198125016142,76561198310898645
76561198125016142,76561198310966949
76561198125016142,76561198312080885
76561198125016142,76561198312084937
76561198125016142,76561198312563261
76561198125016142,76561198312663248
76561198125016142,76561198313417257
76561198125016142,76561198313524532
76561198125016142,76561198313835760
76561198125016142,76561198314601183
76561198125016142,76561198315071459
76561198125016142,76561198315103149
76561198125016142,76561198315508662
76561198125016142,76561198315854633
76561198125016142,76561198316207628
76561198125016142,76561198316503116
76561198125016142,76561198318220168
76561198125016142,76561198320081340
76561198125016142,76561198320147029
76561198125016142,76561198320585443
76561198125016142,76561198321168051
76561198125016142,76561198321828523
76561198125016142,76561198322277787
76561198125016142,76561198322754349
76561198125016142,76561198322761386
76561198125016142,76561198322763278
76561198125016142,76561198322872137
76561198125016142,76561198323126935
76561198125016142,76561198323160685
76561198125016142,76561198323214673
76561198125016142,76561198323280558
76561198125016142,76561198323336950
76561198125016142,76561198323359459
76561198125016142,76561198324250470
76561198125016142,76561198324977496
76561198125016142,76561198325301070
76561198125016142,76561198326801644
76561198125016142,76561198326821338
76561198125016142,76561198327213263
76561198125016142,76561198327534579
76561198125016142,76561198328249174
76561198125016142,76561198329171143
76561198125016142,76561198330145002
76561198125016142,76561198330529530
76561198125016142,76561198330842547
76561198125016142,76561198331585023
76561198125016142,76561198332642480
76561198125016142,76561198333773619
76561198125016142,76561198333848879
76561198125016142,76561198334338307
76561198125016142,76561198334427098
76561198125016142,76561198334449569
76561198125016142,76561198334474207
76561198125016142,76561198334681114
76561198125016142,76561198335148855
76561198125016142,76561198335561548
76561198125016142,76561198336615602
76561198125016142,76561198337314329
76561198125016142,76561198337726085
76561198125016142,76561198337877389
76561198125016142,76561198338100262
76561198125016142,76561198338486084
76561198125016142,76561198338987448
76561198125016142,76561198340135487
76561198125016142,76561198340142101
76561198125016142,76561198340263496
76561198125016142,76561198340489970
76561198125016142,76561198341372950
76561198125016142,76561198343134397
76561198125016142,76561198343891929
76561198125016142,76561198344274274
76561198125016142,76561198344356235
76561198125016142,76561198344484961
76561198125016142,76561198344885712
76561198125016142,76561198345491915
76561198125016142,76561198345803312
76561198125016142,76561198346036971
76561198125016142,76561198346712275
76561198125016142,76561198346807848
76561198125016142,76561198347174717
76561198125016142,76561198347440494
76561198125016142,76561198347686005
76561198125016142,76561198347834369
76561198125016142,76561198348074774
76561198125016142,76561198348197652
76561198125016142,76561198348267751
76561198125016142,76561198348569687
76561198125016142,76561198348699671
76561198125016142,76561198349142918
76561198125016142,76561198349946266
76561198125016142,76561198352212471
76561198125016142,76561198352407699
76561198125016142,76561198352584045
76561198125016142,76561198352963426
76561198125016142,76561198353113866
76561198125016142,76561198353713043
76561198125016142,76561198355695205
76561198125016142,76561198356166105
76561198125016142,76561198356250532
76561198125016142,76561198356371601
76561198125016142,76561198357085552
76561198125016142,76561198357893522
76561198125016142,76561198359391576
76561198125016142,76561198359508922
76561198125016142,76561198359807803
76561198125016142,76561198359854464
76561198125016142,76561198360281999
76561198125016142,76561198361141838
76561198125016142,76561198361257382
76561198125016142,76561198361784683
76561198125016142,76561198362846944
76561198125016142,76561198362852886
76561198125016142,76561198362944280
76561198125016142,76561198363806893
76561198125016142,76561198364255602
76561198125016142,76561198364304763
76561198125016142,76561198364862037
76561198125016142,76561198365868486
76561198125016142,76561198366008843
76561198125016142,76561198366257724
76561198125016142,76561198366530889
76561198125016142,76561198366827559
76561198125016142,76561198366968572
76561198125016142,76561198367582130
76561198125016142,76561198367818202
76561198125016142,76561198368085854
76561198125016142,76561198368220110
76561198125016142,76561198368330043
76561198125016142,76561198368944490
76561198125016142,76561198368983985
76561198125016142,76561198369515963
76561198125016142,76561198369740997
76561198125016142,76561198370504656
76561198125016142,76561198371489086
76561198125016142,76561198371533787
76561198125016142,76561198371958464
76561198125016142,76561198372098924
76561198125016142,76561198372332337
76561198125016142,76561198372425015
76561198125016142,76561198372521103
76561198125016142,76561198372592395
76561198125016142,76561198373764599
76561198125016142,76561198374138930
76561198125016142,76561198374449690
76561198125016142,76561198374540837
76561198125016142,76561198374582924
76561198125016142,76561198374893505
76561198125016142,76561198374957358
76561198125016142,76561198376654239
76561198125016142,76561198376788246
76561198125016142,76561198377895323
76561198125016142,76561198378415447
76561198125016142,76561198378768834
76561198125016142,76561198379107363
76561198125016142,76561198379378082
76561198125016142,76561198379611164
76561198125016142,76561198379859605
76561198125016142,76561198381149720
76561198125016142,76561198383460054
76561198125016142,76561198383948010
76561198125016142,76561198385071465
76561198125016142,76561198385222032
76561198125016142,76561198386092277
76561198125016142,76561198387224921
76561198125016142,76561198388736608
76561198125016142,76561198389497940
76561198125016142,76561198390279766
76561198125016142,76561198390974099
76561198125016142,76561198391019942
76561198125016142,76561198393328590
76561198125016142,76561198393547586
76561198125016142,76561198393825591
76561198125016142,76561198394032637
76561198125016142,76561198394117991
76561198125016142,76561198394358604
76561198125016142,76561198394417369
76561198125016142,76561198394709831
76561198125016142,76561198394710943
76561198125016142,76561198395401596
76561198125016142,76561198396013989
76561198125016142,76561198396226723
76561198125016142,76561198396625074
76561198125016142,76561198397213927
76561198125016142,76561198397796101
76561198125016142,76561198398465709
76561198125016142,76561198398496813
76561198125016142,76561198398665095
76561198125016142,76561198398922480
76561198125016142,76561198400231026
76561198125016142,76561198400249724
76561198125016142,76561198400874320
76561198125016142,76561198400884929
76561198125016142,76561198401231244
76561198125016142,76561198401277001
76561198125016142,76561198401419995
76561198125016142,76561198401487728
76561198125016142,76561198402233275
76561198125016142,76561198402798635
76561198125016142,76561198403282921
76561198125016142,76561198403654353
76561198125016142,76561198403837691
76561198125016142,76561198404110657
76561198125016142,76561198404987256
76561198125016142,76561198406192602
76561198125016142,76561198407234985
76561198125016142,76561198407310201
76561198125016142,76561198407431702
76561198125016142,76561198407662331
76561198125016142,76561198407957485
76561198125016142,76561198409078065
76561198125016142,76561198409235183
76561198125016142,76561198409310201
76561198125016142,76561198409567258
76561198125016142,76561198409655749
76561198125016142,76561198409666353
76561198125016142,76561198410372759
76561198125016142,76561198410509695
76561198125016142,76561198410758365
76561198125016142,76561198411139809
76561198125016142,76561198412159654
76561198125016142,76561198412219205
76561198125016142,76561198412245695
76561198125016142,76561198412490197
76561198125016142,76561198412815577
76561198125016142,76561198413263048
76561198125016142,76561198414023575
76561198125016142,76561198415079547
76561198125016142,76561198415360826
76561198125016142,76561198415626425
76561198125016142,76561198417534327
76561198125016142,76561198419499001
76561198125016142,76561198419623767
76561198125016142,76561198419701100
76561198125016142,76561198420745133
76561198125016142,76561198421931602
76561198125016142,76561198421986941
76561198125016142,76561198422050310
76561198125016142,76561198422565573
76561198125016142,76561198423320646
76561198125016142,76561198423469426
76561198125016142,76561198427158204
76561198125016142,76561198427294989
76561198125016142,76561198427559897
76561198125016142,76561198428518694
76561198125016142,76561198428624839
76561198125016142,76561198429761404
76561198125016142,76561198433875447
76561198125016142,76561198435670897
76561198125016142,76561198436687391
76561198125016142,76561198436879199
76561198125016142,76561198437369170
76561198125016142,76561198437649872
76561198125016142,76561198439521427
76561198125016142,76561198440073083
76561198125016142,76561198440195915
76561198125016142,76561198440718796
76561198125016142,76561198440873887
76561198125016142,76561198441568116
76561198125016142,76561198441602954
76561198125016142,76561198442140986
76561198125016142,76561198443104889
76561198125016142,76561198443835943
76561198125016142,76561198444321842
76561198125016142,76561198444621966
76561198125016142,76561198445957953
76561198125016142,76561198447685285
76561198125016142,76561198448961985
76561198125016142,76561198450206278
76561198125016142,76561198450733366
76561198125016142,76561198451684142
76561198125016142,76561198451745308
76561198125016142,76561198452924001
76561198125016142,76561198452983322
76561198125016142,76561198454268202
76561198125016142,76561198523585920
76561198125016142,76561198789952284
76561198125016142,76561198793183003
76561198125016142,76561198795730230
76561198125016142,76561198795855667
76561198125016142,76561198796321238
76561198125016142,76561198797866852
76561198125016142,76561198798980712
76561198125016142,76561198799590673
76561198125016142,76561198799666972
76561198125016142,76561198799800122
76561198125016142,76561198799855383
76561198125016142,76561198800247242
76561198125016142,76561198800255461
76561198125016142,76561198800559177
76561198125016142,76561198800854206
76561198125016142,76561198801132457
76561198125016142,76561198801778633
76561198125016142,76561198803087087
76561198125016142,76561198803237820
76561198125016142,76561198803770628
76561198125016142,76561198804084241
76561198125016142,76561198804364989
76561198125016142,76561198804484348
76561198125016142,76561198804834328
76561198125016142,76561198805093411
76561198125016142,76561198806450267
76561198125016142,76561198806453020
76561198125016142,76561198806485130
76561198125016142,76561198807953725
76561198125016142,76561198808316978
76561198125016142,76561198808472529
76561198125016142,76561198808537872
76561198125016142,76561198808834632
76561198125016142,76561198808998383
76561198125016142,76561198809092347
76561198125016142,76561198809185904
76561198125016142,76561198809204227
76561198125016142,76561198809520126
76561198125016142,76561198813351599
76561198125016142,76561198813361159
76561198125016142,76561198814134684
76561198125016142,76561198814219738
76561198125016142,76561198814333086
76561198125016142,76561198814708206
76561198125016142,76561198816249827
76561198125016142,76561198816413536
76561198125016142,76561198817012750
76561198125016142,76561198819026989
76561198125016142,76561198819649907
76561198125016142,76561198819832643
76561198125016142,76561198820488710
76561198125016142,76561198820566501
76561198125016142,76561198820816240
76561198125016142,76561198822710306
76561198125016142,76561198822721333
76561198125016142,76561198823759163
76561198125016142,76561198824066425
76561198125016142,76561198824102203
76561198125016142,76561198825238631
76561198125016142,76561198825334623
76561198125016142,76561198826318925
76561198125016142,76561198827471722
76561198125016142,76561198827706659
76561198125016142,76561198827722983
76561198125016142,76561198827762012
76561198125016142,76561198828594762
76561198125016142,76561198829588928
76561198125016142,76561198830310062
76561198125016142,76561198830890251
76561198125016142,76561198832975111
76561198125016142,76561198834390702
76561198125016142,76561198834786474
76561198125016142,76561198835203309
76561198125016142,76561198837495398
76561198125016142,76561198837505773
76561198125016142,76561198837629113
76561198125016142,76561198838846823
76561198125016142,76561198839052046
76561198125016142,76561198839559251
76561198125016142,76561198839708834
76561198125016142,76561198840264339
76561198125016142,76561198840463886
76561198125016142,76561198840571188
76561198125016142,76561198841632579
76561198125016142,76561198842920820
76561198125016142,76561198843304771
76561198125016142,76561198843741868
76561198125016142,76561198843900124
76561198125016142,76561198844815303
76561198125016142,76561198845592792
76561198125016142,76561198845618833
76561198125016142,76561198846163181
76561198125016142,76561198846614293
76561198125016142,76561198846821411
76561198125016142,76561198846879649
76561198125016142,76561198846920559
76561198125016142,76561198847607480
76561198125016142,76561198849093665
76561198125016142,76561198851657499
76561198125016142,76561198852409113
76561198125016142,76561198852899392
76561198125016142,76561198853064821
76561198125016142,76561198853596062
76561198125016142,76561198853965580
76561198125016142,76561198855259253
76561198125016142,76561198855359152
76561198125016142,76561198855362297
76561198125016142,76561198855479207
76561198125016142,76561198855624332
76561198125016142,76561198860177538
76561198125016142,76561198860537619
76561198125016142,76561198862074779
76561198125016142,76561198862753749
76561198125016142,76561198864683007
76561198125016142,76561198864937633
76561198125016142,76561198865104815
76561198125016142,76561198865675823
76561198125016142,76561198866639240
76561198125016142,76561198869202547
76561198125016142,76561198869844540
76561198125016142,76561198870914206
76561198125016142,76561198871009291
76561198125016142,76561198871129449
76561198125016142,76561198871412244
76561198125016142,76561198871425967
76561198125016142,76561198871643505
76561198125016142,76561198871898784
76561198125016142,76561198872034804
76561198125016142,76561198872680043
76561198125016142,76561198872944372
76561198125016142,76561198873353447
76561198125016142,76561198874174716
76561198125016142,76561198874478821
76561198125016142,76561198874686035
76561198125016142,76561198874871990
76561198125016142,76561198875368666
76561198125016142,76561198875706465
76561198125016142,76561198875960531
76561198125016142,76561198876110469
76561198125016142,76561198876321861
76561198125016142,76561198876456815
76561198125016142,76561198876886700
76561198125016142,76561198877210952
76561198125016142,76561198877265346
76561198125016142,76561198877630623
76561198125016142,76561198878990631
76561198125016142,76561198879040484
76561198125016142,76561198880381458
76561198125016142,76561198880387929
76561198125016142,76561198880403380
76561198125016142,76561198880575178
76561198125016142,76561198880610800
76561198125016142,76561198880752723
76561198125016142,76561198881213495
76561198125016142,76561198882620625
76561198125016142,76561198883285617
76561198125016142,76561198884284656
76561198125016142,76561198884421030
76561198125016142,76561198884752630
76561198125016142,76561198885550905
76561198125016142,76561198886110197
76561198125016142,76561198886637122
76561198125016142,76561198888837422
76561198125016142,76561198889387158
76561198125016142,76561198890277366
76561198125016142,76561198890836429
76561198125016142,76561198892214198
76561198125016142,76561198895213815
76561198125016142,76561198896573854
76561198125016142,76561198900693286
76561198125016142,76561198902487265
76561198125016142,76561198916341958
76561198125016142,76561198916968564
76561198125016142,76561198920616055
76561198125016142,76561198926313742
76561198125016142,76561198926684647
76561198125016142,76561198927711570
76561198125016142,76561198929129862
76561198125016142,76561198929848870
76561198125016142,76561198929913007
76561198125016142,76561198930310983
76561198125016142,76561198930626654
76561198125016142,76561198930869767
76561198125016142,76561198931693568
76561198125016142,76561198931806716
76561198125016142,76561198938418280
76561198125016142,76561198939816251
76561198125016142,76561198942920648
76561198125016142,76561198943722073
76561198125016142,76561198944658678
76561198125016142,76561198946305647
76561198125016142,76561198947610011
76561198125016142,76561198951576411
76561198125016142,76561198951874968
76561198125016142,76561198952079877
76561198125016142,76561198953846113
76561198125016142,76561198954501132
76561198125016142,76561198957351693
76561198125016142,76561198961194421
76561198125016142,76561198962703392
76561198125016142,76561198962914213
76561198125016142,76561198963730563
76561198125016142,76561198965133416
76561198125016142,76561198970005539
76561198125016142,76561198970681548
76561198125016142,76561198971062182
76561198125016142,76561198971407335
76561198125016142,76561198971899605
76561198125016142,76561198972264619
76561198125016142,76561198973242951
76561198125016142,76561198973630856
76561198125016142,76561198974256551
76561198125016142,76561198974424652
76561198125016142,76561198975163139
76561198125016142,76561198975627399
76561198125016142,76561198975946039
76561198125016142,76561198976254930
76561198125016142,76561198976704508
76561198125016142,76561198976974103
76561198125016142,76561198978048054
76561198125016142,76561198978077573
76561198125016142,76561198978147657
76561198125016142,76561198978364495
76561198125016142,76561198979456052
76561198125016142,76561198979551577
76561198125016142,76561198980243267
76561198125016142,76561198980368124
76561198125016142,76561198980665518
76561198125016142,76561198981697945
76561198125016142,76561198982098256
76561198125016142,76561198982142261
76561198125016142,76561198982479993
76561198125016142,76561198983743174
76561198125016142,76561198983785302
76561198125016142,76561198984080333
76561198125016142,76561198984174547
76561198125016142,76561198984605694
76561198125016142,76561198984831326
76561198125016142,76561198984882503
76561198125016142,76561198985803805
76561198125016142,76561198985998405
76561198125016142,76561198986134126
76561198125016142,76561198986204217
76561198125016142,76561198988140551
76561198125016142,76561198988184144
76561198125016142,76561198989504048
76561198125016142,76561198990399427
76561198125016142,76561198991724445
76561198125016142,76561198992389335
76561198125016142,76561198992401813
76561198125016142,76561198992508665
76561198125016142,76561198992675215
76561198125016142,76561198993292169
76561198125016142,76561198993778512
76561198125016142,76561198994753611
76561198125016142,76561198994966751
76561198125016142,76561198995164639
76561198125016142,76561198996490691
76561198125016142,76561198996650046
76561198125016142,76561198996720727
76561198125016142,76561198997224418
76561198125016142,76561198997816871
76561198125016142,76561199001414917
76561198125016142,76561199001838271
76561198125016142,76561199001935089
76561198125016142,76561199002766742
76561198125016142,76561199003587713
76561198125016142,76561199004524273
76561198125016142,76561199004815061
76561198125016142,76561199004972012
76561198125016142,76561199007394229
76561198125016142,76561199007885987
76561198125016142,76561199007913793
76561198125016142,76561199007968262
76561198125016142,76561199009127894
76561198125016142,76561199009206066
76561198125016142,76561199009762142
76561198125016142,76561199011714487
76561198125016142,76561199011914244
76561198125016142,76561199011965552
76561198125016142,76561199012471811
76561198125016142,76561199012992277
76561198125016142,76561199013130582
76561198125016142,76561199013593658
76561198125016142,76561199013747151
76561198125016142,76561199013822631
76561198125016142,76561199014864428
76561198125016142,76561199015234709
76561198125016142,76561199015335532
76561198125016142,76561199015669943
76561198125016142,76561199016236637
76561198125016142,76561199016285306
76561198125016142,76561199016447100
76561198125016142,76561199016528993
76561198125016142,76561199016554120
76561198125016142,76561199016557972
76561198125016142,76561199017028315
76561198125016142,76561199017761507
76561198125016142,76561199019075449
76561198125016142,76561199019277741
76561198125016142,76561199019620724
76561198125016142,76561199019761753
76561198125016142,76561199021461014
76561198125016142,76561199022063416
76561198125016142,76561199025231370
76561198125016142,76561199025234242
76561198125016142,76561199026162912
76561198125016142,76561199027002278
76561198125016142,76561199027238792
76561198125016142,76561199027316048
76561198125016142,76561199027701778
76561198125016142,76561199027859227
76561198125016142,76561199028592416
76561198125016142,76561199029128832
76561198125016142,76561199029763951
76561198125016142,76561199030816067
76561198125016142,76561199031295517
76561198125016142,76561199033779219
76561198125016142,76561199034026994
76561198125016142,76561199036631352
76561198125016142,76561199037189286
76561198125016142,76561199037616816
76561198125016142,76561199037946358
76561198125016142,76561199038888764
76561198125016142,76561199039215885
76561198125016142,76561199039417598
76561198125016142,76561199040095177
76561198125016142,76561199040872849
76561198125016142,76561199041158660
76561198125016142,76561199041807802
76561198125016142,76561199041985875
76561198125016142,76561199042115900
76561198125016142,76561199042145872
76561198125016142,76561199042753072
76561198125016142,76561199042816748
76561198125016142,76561199043584487
76561198125016142,76561199043766626
76561198125016142,76561199045273078
76561198125016142,76561199045375506
76561198125016142,76561199045641397
76561198125016142,76561199047382901
76561198125016142,76561199047656114
76561198125016142,76561199049377375
76561198125016142,76561199049749138
76561198125016142,76561199049813136
76561198125016142,76561199050850294
76561198125016142,76561199050870995
76561198125016142,76561199050987617
76561198125016142,76561199051290494
76561198125016142,76561199051516190
76561198125016142,76561199051635963
76561198125016142,76561199052092843
76561198125016142,76561199052436537
76561198125016142,76561199052642261
76561198125016142,76561199052881377
76561198125016142,76561199053651585
76561198125016142,76561199053686005
76561198125016142,76561199054405076
76561198125016142,76561199056371336
76561198125016142,76561199057676504
76561198125016142,76561199057681419
76561198125016142,76561199058315756
76561198125016142,76561199059249455
76561198125016142,76561199060933925
76561198125016142,76561199061917168
76561198125016142,76561199062965858
76561198125016142,76561199063611504
76561198125016142,76561199063729683
76561198125016142,76561199065119979
76561198125016142,76561199065372406
76561198125016142,76561199065978831
76561198125016142,76561199066432750
76561198125016142,76561199067286773
76561198125016142,76561199067784303
76561198125016142,76561199070701663
76561198125016142,76561199070838444
76561198125016142,76561199071701100
76561198125016142,76561199072035335
76561198125016142,76561199072111352
76561198125016142,76561199072876830
76561198125016142,76561199073609372
76561198125016142,76561199073728702
76561198125016142,76561199074949962
76561198125016142,76561199075040727
76561198125016142,76561199075636342
76561198125016142,76561199076785274
76561198125016142,76561199077007615
76561198125016142,76561199078911623
76561198125016142,76561199079173450
76561198125016142,76561199080355386
76561198125016142,76561199081575012
76561198125016142,76561199082954752
76561198125016142,76561199083319933
76561198125016142,76561199083734066
76561198125016142,76561199083754318
76561198125016142,76561199083797295
76561198125016142,76561199084136207
76561198125016142,76561199084449197
76561198125016142,76561199084693090
76561198125016142,76561199085026615
76561198125016142,76561199085053585
76561198125016142,76561199085669251
76561198125016142,76561199086024105
76561198125016142,76561199086508676
76561198125016142,76561199087875138
76561198125016142,76561199089041461
76561198125016142,76561199089760572
76561198125016142,76561199090625667
76561198125016142,76561199090706983
76561198125016142,76561199091509644
76561198125016142,76561199092249405
76561198125016142,76561199092337099
76561198125016142,76561199094027100
76561198125016142,76561199095122370
76561198125016142,76561199095360642
76561198125016142,76561199095594322
76561198125016142,76561199097606980
76561198125016142,76561199097914579
76561198125016142,76561199098333605
76561198125016142,76561199098429956
76561198125016142,76561199099963617
76561198125016142,76561199100645066
76561198125016142,76561199100750043
76561198125016142,76561199101990303
76561198125016142,76561199102714112
76561198125016142,76561199103090574
76561198125016142,76561199103112403
76561198125016142,76561199103208012
76561198125016142,76561199103863037
76561198125016142,76561199103950011
76561198125016142,76561199107036540
76561198125016142,76561199107674216
76561198125016142,76561199108060591
76561198125016142,76561199108965650
76561198125016142,76561199109288314
76561198125016142,76561199110449801
76561198125016142,76561199110900029
76561198125016142,76561199111623405
76561198125016142,76561199111852235
76561198125016142,76561199113678176
76561198125016142,76561199113911732
76561198125016142,76561199114719268
76561198125016142,76561199114974543
76561198125016142,76561199115245060
76561198125016142,76561199115378915
76561198125016142,76561199116493279
76561198125016142,76561199121012976
76561198125016142,76561199121851743
76561198125016142,76561199122071403
76561198125016142,76561199123364175
76561198125016142,76561199124014261
76561198125016142,76561199127323825
76561198125016142,76561199128597370
76561198125016142,76561199130602235
76561198125016142,76561199131015709
76561198125016142,76561199132054821
76561198125016142,76561199132708047
76561198125016142,76561199132885595
76561198125016142,76561199135715316
76561198125016142,76561199135858472
76561198125016142,76561199135971846
76561198125016142,76561199136999609
76561198125016142,76561199138488036
76561198125016142,76561199138847852
76561198125016142,76561199139898095
76561198125016142,76561199140648775
76561198125016142,76561199140659121
76561198125016142,76561199141253429
76561198125016142,76561199141366588
76561198125016142,76561199142281153
76561198125016142,76561199143821620
76561198125016142,76561199144899897
76561198125016142,76561199145366526
76561198125016142,76561199145454922
76561198125016142,76561199146800745
76561198125016142,76561199148322013
76561198125016142,76561199149108263
76561198125016142,76561199150172736
76561198125016142,76561199151488399
76561198125016142,76561199152499838
76561198125016142,76561199152728072
76561198125016142,76561199153323830
76561198125016142,76561199153454962
76561198125016142,76561199154621351
76561198125016142,76561199155832282
76561198125016142,76561199155994372
76561198125016142,76561199159827811
76561198125016142,76561199160236161
76561198125016142,76561199161105708
76561198125016142,76561199161195032
76561198125016142,76561199162283875
76561198125016142,76561199164042989
76561198125016142,76561199165012216
76561198125016142,76561199172160757
76561198125016142,76561199173106888
76561198125016142,76561199175732269
76561198125016142,76561199177508371
76561198125016142,76561199178156522
76561198125016142,76561199188460224
76561198125016142,76561199189637498
76561198125016142,76561199191246966
76561198125016142,76561199191341605
76561198125016142,76561199193359398
76561198125016142,76561199194503084
76561198125016142,76561199195094844
